sales,order_date,product,customer,country,employee,category
850.36,2003-05-02,Decorative Throw Pillow,Future Gadgets,Spain,Patricia Brown,Home Decor
992.66,2003-05-03,USB Keyboard,Pioneer Tech,Egypt,Michael Davis,Computer Accessories
582.04,2003-05-03,Notebook Professional,Global Corp,Brazil,John Smith,Computers
137.8,2003-05-03,Tablet Beta,Infinity Solutions,Spain,Patricia Brown,Mobile Devices
988.59,2003-05-03,Notebook Basic,Nebula Innovations,Italy,Robert Johnson,Computers
956.66,2003-05-04,Science Fiction Novel,Pinnacle Tech,Brazil,Patricia Brown,Books
284.18,2003-05-04,Desktop Beta,SysTech Ltd.,Germany,Michael Davis,Computers
480.31,2003-05-04,Leather Office Chair,Infinity Solutions,Kenya,Laura Adams,Office Furniture
937.3,2003-05-04,Camping Tent,Innovate Unlimited,China,Michael Davis,Outdoor Gear
324.67,2003-05-04,Women's Sandals,Gadget Galaxy,Nigeria,Michael Davis,Footwear
493.85,2003-05-05,Wireless Mouse,Pinnacle Tech,Spain,Laura Adams,Computer Accessories
231.12,2003-05-05,Solid State Drive,Innovate Unlimited,South Africa,William Wilson,Storage Devices
325.52,2003-05-05,Virtual Reality Headset,Ultra Tech,India,Sandra Anderson,Electronics
748.88,2003-05-05,External Hard Drive,Tech Pioneers,Brazil,Michael Davis,Storage Devices
184.64,2003-05-05,Wall Art,Pioneer Tech,India,Joseph Taylor,Home Decor
184.78,2003-05-05,Air Purifier,Pioneer Tech,USA,Sarah Moore,Home Appliances
943.47,2003-05-05,Wristwatch,Infinity Solutions,South Korea,William Wilson,Fashion Accessories
688.73,2003-05-05,Tablet Beta,Pinnacle Tech,Spain,John Smith,Mobile Devices
670.14,2003-05-05,LED Desk Lamp,Global Corp,Japan,Sarah Moore,Lighting
172.4,2003-05-06,Cat Litter Box,Global Corp,Kenya,Laura Adams,Pet Supplies
801.95,2003-05-06,Video Game Controller,Innovate Unlimited,South Africa,Sarah Moore,Video Games
84.52,2003-05-06,Noise Cancelling Headphones,Pioneer Tech,Kenya,Michael Davis,Audio Equipment
577.42,2003-05-06,Bluetooth Speaker,Tech Pioneers,Italy,Joseph Taylor,Audio Equipment
270.4,2003-05-06,Wireless Mouse,Global Corp,Kenya,Patricia Brown,Computer Accessories
584.25,2003-05-06,4K Television,Global Corp,Italy,Sandra Anderson,Home Electronics
228.99,2003-05-06,Smartphone Beta,Elite Tech,France,Patricia Brown,Mobile Devices
36.06,2003-05-07,Electric Guitar,Tech Trends,Italy,Michael Davis,Musical Instruments
196.56,2003-05-08,Video Game Controller,Tech Pioneers,Italy,Linda Miller,Video Games
726.07,2003-05-08,Wireless Mouse,Future Gadgets,France,Robert Johnson,Computer Accessories
444.9,2003-05-08,Children's Backpack,Gadget Galaxy,Mexico,Patricia Brown,School Supplies
978.81,2003-05-09,Landscape Painting,Innovate Unlimited,Spain,Michael Davis,Art
456.75,2003-05-10,Camping Tent,Reboot IT,Kenya,Sandra Anderson,Outdoor Gear
364.48,2003-05-10,Camping Tent,Tech Trends,Mexico,William Wilson,Outdoor Gear
314.97,2003-05-10,Notebook Basic,Future Gadgets,Germany,Robert Johnson,Computers
781.22,2003-05-11,Yoga Mat,Global Corp,Nigeria,John Smith,Fitness Equipment
935.31,2003-05-11,Microwave Oven,Tech Trends,Kenya,Joseph Taylor,Kitchen Appliances
715.8,2003-05-11,4K Television,Reboot IT,Japan,Sandra Anderson,Home Electronics
488.44,2003-05-11,Electric Guitar,SysTech Ltd.,China,Sandra Anderson,Musical Instruments
278.57,2003-05-12,Leather Office Chair,Pioneer Tech,Mexico,Patricia Brown,Office Furniture
317.34,2003-05-12,Stainless Steel Water Bottle,Global Corp,India,William Wilson,Outdoor Gear
163.29,2003-05-12,Tablet Alpha,Tech Trends,Mexico,Joseph Taylor,Mobile Devices
277.91,2003-05-12,Notebook Professional,Innovate Unlimited,China,Robert Johnson,Computers
965.68,2003-05-12,Air Purifier,Future Gadgets,France,Sandra Anderson,Home Appliances
158.75,2003-05-12,External Hard Drive,Infinity Solutions,South Africa,Patricia Brown,Storage Devices
52.22,2003-05-12,Camping Tent,Global Corp,Brazil,Linda Miller,Outdoor Gear
319.39,2003-05-12,Sunglasses,Elite Tech,South Africa,Laura Adams,Fashion Accessories
569.55,2003-05-13,Espresso Machine,Global Corp,China,Sarah Moore,Kitchen Appliances
476.47,2003-05-13,Wristwatch,Gadget Galaxy,India,John Smith,Fashion Accessories
206.25,2003-05-13,Microwave Oven,Reboot IT,India,Sarah Moore,Kitchen Appliances
25.85,2003-05-13,Virtual Reality Headset,Ultra Tech,Italy,John Smith,Electronics
8.5,2003-05-14,Tablet Beta,Pioneer Tech,Nigeria,Robert Johnson,Mobile Devices
406.27,2003-05-14,Wall Art,Innovate Unlimited,Kenya,Michael Davis,Home Decor
49.27,2003-05-14,Biography Book,Elite Tech,Spain,Sarah Moore,Books
832.91,2003-05-14,Acoustic Piano,Tech Pioneers,USA,William Wilson,Musical Instruments
499.17,2003-05-14,Fitness Tracker,Infinity Solutions,Italy,Laura Adams,Wearables
100.14,2003-05-14,Biography Book,Tech Pioneers,India,Michael Davis,Books
267.01,2003-05-14,Stainless Steel Water Bottle,Gadget Galaxy,Brazil,Patricia Brown,Outdoor Gear
159.06,2003-05-14,Desktop Beta,Reboot IT,South Africa,Sandra Anderson,Computers
765.14,2003-05-14,Microwave Oven,Reboot IT,Germany,Michael Davis,Kitchen Appliances
540.93,2003-05-14,Wall Art,Pinnacle Tech,Japan,Michael Davis,Home Decor
964.27,2003-05-14,Ergonomic Desk,Innovate Unlimited,Mexico,John Smith,Office Furniture
541.87,2003-05-14,Tablet Beta,Tech Trends,Mexico,Joseph Taylor,Mobile Devices
673.07,2003-05-15,Notebook Professional,Tech Pioneers,USA,Patricia Brown,Computers
314,2003-05-15,Hiking Boots,Pinnacle Tech,China,John Smith,Outdoor Gear
261.4,2003-05-15,Gaming Console,Reboot IT,Canada,John Smith,Video Games
178.63,2003-05-15,External Hard Drive,Gadget Galaxy,Nigeria,Patricia Brown,Storage Devices
162.91,2003-05-16,Notebook Basic,Tech Pioneers,Mexico,Joseph Taylor,Computers
724.38,2003-05-16,Sculpture,Infinity Solutions,Canada,Robert Johnson,Art
46.78,2003-05-16,Smart Watch,NextGen Innovators,India,Robert Johnson,Wearables
383.48,2003-05-16,4K Television,Future Gadgets,Japan,John Smith,Home Electronics
821.89,2003-05-17,Electric Guitar,Pioneer Tech,Kenya,Laura Adams,Musical Instruments
510.02,2003-05-17,Espresso Machine,Future Gadgets,South Africa,Joseph Taylor,Kitchen Appliances
938.52,2003-05-17,Notebook Professional,Nebula Innovations,Mexico,William Wilson,Computers
966.02,2003-05-18,Science Fiction Novel,Infinity Solutions,Germany,Linda Miller,Books
838.87,2003-05-18,Sunglasses,Pinnacle Tech,China,Robert Johnson,Fashion Accessories
669.43,2003-05-18,Dumbbell Set,Pioneer Tech,USA,Robert Johnson,Fitness Equipment
261.87,2003-05-18,Biography Book,Gadget Galaxy,Mexico,Michael Davis,Books
10.69,2003-05-18,Dumbbell Set,Nebula Innovations,Japan,Joseph Taylor,Fitness Equipment
493.06,2003-05-18,Science Fiction Novel,Pinnacle Tech,Japan,Linda Miller,Books
711.9,2003-05-18,Smartphone Alpha,Elite Tech,Nigeria,Joseph Taylor,Mobile Devices
807.42,2003-05-18,Virtual Reality Headset,Reboot IT,Mexico,Joseph Taylor,Electronics
945.87,2003-05-18,Pet Bed,Tech Trends,USA,Linda Miller,Pet Supplies
442.81,2003-05-18,Monitor HD,Tech Trends,Spain,Sarah Moore,Monitors
518.45,2003-05-19,External Hard Drive,Elite Tech,Nigeria,John Smith,Storage Devices
918.58,2003-05-19,Wristwatch,NextGen Innovators,South Africa,Patricia Brown,Fashion Accessories
52.78,2003-05-20,Wall Art,Elite Tech,Germany,Sandra Anderson,Home Decor
777.39,2003-05-21,Streaming Media Player,Reboot IT,Canada,Robert Johnson,Home Electronics
443.65,2003-05-21,Leather Office Chair,Elite Tech,France,Joseph Taylor,Office Furniture
960.03,2003-05-21,Microwave Oven,Tech Trends,USA,Michael Davis,Kitchen Appliances
521.05,2003-05-21,Wall Art,Pinnacle Tech,India,Linda Miller,Home Decor
152.34,2003-05-21,Tablet Alpha,Tech Trends,China,Laura Adams,Mobile Devices
751.81,2003-05-21,Fitness Tracker,NextGen Innovators,China,Robert Johnson,Wearables
192.99,2003-05-21,Bluetooth Speaker,Innovate Unlimited,France,Linda Miller,Audio Equipment
839.19,2003-05-21,Notebook Professional,NextGen Innovators,Nigeria,Joseph Taylor,Computers
198.99,2003-05-21,Pet Bed,Reboot IT,Kenya,William Wilson,Pet Supplies
876.4,2003-05-21,Noise Cancelling Headphones,Innovate Unlimited,Germany,John Smith,Audio Equipment
648.3,2003-05-21,Yoga Mat,Global Corp,Spain,John Smith,Fitness Equipment
85.48,2003-05-21,Video Game Controller,Innovate Unlimited,South Africa,Sarah Moore,Video Games
542.63,2003-05-22,Solid State Drive,Innovate Unlimited,South Korea,Sandra Anderson,Storage Devices
751.41,2003-05-22,Acoustic Piano,Global Corp,Egypt,Sandra Anderson,Musical Instruments
172.74,2003-05-22,Wireless Mouse,Gadget Galaxy,Spain,Joseph Taylor,Computer Accessories
47.53,2003-05-22,Leather Office Chair,Ultra Tech,Kenya,Robert Johnson,Office Furniture
705.5,2003-05-22,Decorative Throw Pillow,SysTech Ltd.,South Africa,Sandra Anderson,Home Decor
631.5,2003-05-22,Yoga Mat,Pioneer Tech,Brazil,Laura Adams,Fitness Equipment
330.79,2003-05-22,Notebook Professional,NextGen Innovators,China,John Smith,Computers
277.04,2003-05-22,Desktop Alpha,Nebula Innovations,USA,Sandra Anderson,Computers
803.89,2003-05-22,Ergonomic Desk,Pinnacle Tech,Mexico,Linda Miller,Office Furniture
979.5,2003-05-22,Desktop Alpha,Elite Tech,France,Sandra Anderson,Computers
779.72,2003-05-22,Smartphone Alpha,Nebula Innovations,Japan,Michael Davis,Mobile Devices
829.31,2003-05-22,Monitor 4K,Pinnacle Tech,Italy,Sarah Moore,Monitors
78.14,2003-05-23,Espresso Machine,Pinnacle Tech,Italy,Robert Johnson,Kitchen Appliances
736.14,2003-05-23,4K Television,Tech Trends,South Africa,Laura Adams,Home Electronics
57.35,2003-05-24,Gaming Console,Elite Tech,Egypt,Linda Miller,Video Games
135.54,2003-05-24,Decorative Throw Pillow,Gadget Galaxy,Italy,Robert Johnson,Home Decor
683.65,2003-05-24,Robot Vacuum,Nebula Innovations,Italy,Robert Johnson,Home Appliances
291.31,2003-05-24,Notebook Basic,Tech Trends,Brazil,Joseph Taylor,Computers
703.87,2003-05-24,Video Game Controller,Infinity Solutions,Japan,Sarah Moore,Video Games
628.54,2003-05-24,Stainless Steel Water Bottle,Pinnacle Tech,China,Linda Miller,Outdoor Gear
600.24,2003-05-24,Men's Sneakers,Elite Tech,Nigeria,Sarah Moore,Footwear
380.58,2003-05-24,Leather Office Chair,Nebula Innovations,Kenya,Linda Miller,Office Furniture
527.54,2003-05-24,Smart Watch,Pinnacle Tech,Spain,Linda Miller,Wearables
559.23,2003-05-24,Smartphone Alpha,Global Corp,Spain,Sarah Moore,Mobile Devices
664.23,2003-05-24,4K Television,Infinity Solutions,South Africa,Laura Adams,Home Electronics
59.93,2003-05-24,Virtual Reality Headset,SysTech Ltd.,USA,Michael Davis,Electronics
640.71,2003-05-24,Cat Litter Box,Pioneer Tech,Kenya,Robert Johnson,Pet Supplies
775.08,2003-05-24,Streaming Media Player,Global Corp,Italy,William Wilson,Home Electronics
134.91,2003-05-24,Electric Guitar,Pioneer Tech,South Africa,Michael Davis,Musical Instruments
525.37,2003-05-24,Pet Bed,Nebula Innovations,Egypt,Patricia Brown,Pet Supplies
880.54,2003-05-24,Women's Sandals,Global Corp,Canada,Robert Johnson,Footwear
696.78,2003-05-24,Smartphone Alpha,Ultra Tech,China,Patricia Brown,Mobile Devices
953.54,2003-05-25,Drone with Camera,Innovate Unlimited,Canada,Sarah Moore,Electronics
9.66,2003-05-25,Hiking Boots,Reboot IT,Brazil,Linda Miller,Outdoor Gear
108.01,2003-05-25,LED Desk Lamp,Tech Trends,Mexico,Laura Adams,Lighting
334.23,2003-05-26,Virtual Reality Headset,Global Corp,Kenya,Sandra Anderson,Electronics
185.09,2003-05-26,Decorative Throw Pillow,Tech Trends,Mexico,Linda Miller,Home Decor
630.63,2003-05-26,Biography Book,Tech Trends,South Africa,Linda Miller,Books
732.01,2003-05-26,Video Game Controller,Infinity Solutions,Mexico,William Wilson,Video Games
172.8,2003-05-26,Monitor HD,Innovate Unlimited,Spain,John Smith,Monitors
701.67,2003-05-26,Dumbbell Set,Pioneer Tech,India,Joseph Taylor,Fitness Equipment
336.58,2003-05-26,Video Game Controller,Infinity Solutions,Nigeria,Michael Davis,Video Games
780.33,2003-05-26,External Hard Drive,Pinnacle Tech,South Africa,Michael Davis,Storage Devices
609.97,2003-05-26,Monitor 4K,Pioneer Tech,Mexico,Linda Miller,Monitors
895.19,2003-05-26,Hiking Boots,Elite Tech,Spain,Joseph Taylor,Outdoor Gear
613.49,2003-05-26,Tablet Alpha,Gadget Galaxy,France,Patricia Brown,Mobile Devices
798.32,2003-05-26,Smartphone Beta,Tech Pioneers,South Korea,Michael Davis,Mobile Devices
306.8,2003-05-27,Landscape Painting,Nebula Innovations,China,Michael Davis,Art
55.41,2003-05-27,Smart Watch,Infinity Solutions,South Korea,Robert Johnson,Wearables
600.44,2003-05-27,External Hard Drive,Pioneer Tech,Germany,Linda Miller,Storage Devices
395.78,2003-05-27,Sunglasses,Ultra Tech,Kenya,Linda Miller,Fashion Accessories
435.83,2003-05-27,Landscape Painting,Elite Tech,South Korea,Sandra Anderson,Art
669.05,2003-05-27,Tablet Beta,SysTech Ltd.,Germany,Michael Davis,Mobile Devices
908.42,2003-05-27,Yoga Mat,Reboot IT,Japan,Sarah Moore,Fitness Equipment
349.42,2003-05-28,Gaming Console,Tech Pioneers,Spain,John Smith,Video Games
683.69,2003-05-28,Biography Book,Elite Tech,Spain,Joseph Taylor,Books
740.58,2003-05-29,4K Television,Elite Tech,India,William Wilson,Home Electronics
695.96,2003-05-29,Sculpture,Tech Trends,Kenya,John Smith,Art
409.96,2003-05-29,Men's Sneakers,Elite Tech,Germany,Joseph Taylor,Footwear
979.6,2003-05-29,Stainless Steel Water Bottle,NextGen Innovators,South Africa,William Wilson,Outdoor Gear
234.75,2003-05-29,Tablet Alpha,Pinnacle Tech,South Africa,Laura Adams,Mobile Devices
518.88,2003-05-29,Solid State Drive,Tech Trends,Germany,John Smith,Storage Devices
305.48,2003-05-30,Bluetooth Speaker,Reboot IT,China,Linda Miller,Audio Equipment
766.17,2003-05-30,Streaming Media Player,Elite Tech,USA,John Smith,Home Electronics
118.07,2003-05-30,Streaming Media Player,SysTech Ltd.,Germany,Michael Davis,Home Electronics
288.81,2003-05-31,Dumbbell Set,NextGen Innovators,Germany,Patricia Brown,Fitness Equipment
727.58,2003-05-31,Robot Vacuum,Gadget Galaxy,Spain,Patricia Brown,Home Appliances
573.56,2003-05-31,Sunglasses,Innovate Unlimited,USA,Joseph Taylor,Fashion Accessories
455.1,2003-05-31,Electric Guitar,Innovate Unlimited,Germany,Laura Adams,Musical Instruments
630.57,2003-05-31,Air Purifier,Ultra Tech,South Korea,Michael Davis,Home Appliances
753.94,2003-05-31,Smartphone Alpha,Global Corp,Kenya,Michael Davis,Mobile Devices
427.12,2003-05-31,Cat Litter Box,Tech Trends,India,Laura Adams,Pet Supplies
866.11,2003-06-01,Wristwatch,Pinnacle Tech,Japan,Sarah Moore,Fashion Accessories
314.66,2003-06-01,Dumbbell Set,Infinity Solutions,South Africa,Joseph Taylor,Fitness Equipment
221.01,2003-06-02,Children's Backpack,Tech Pioneers,Canada,Sandra Anderson,School Supplies
575.57,2003-06-02,Noise Cancelling Headphones,Infinity Solutions,Japan,William Wilson,Audio Equipment
358.13,2003-06-02,Dumbbell Set,NextGen Innovators,China,Joseph Taylor,Fitness Equipment
6.44,2003-06-02,Robot Vacuum,Future Gadgets,India,Joseph Taylor,Home Appliances
396.57,2003-06-02,Gaming Console,Reboot IT,Brazil,Michael Davis,Video Games
271.12,2003-06-02,Tablet Beta,SysTech Ltd.,Kenya,John Smith,Mobile Devices
65.36,2003-06-02,Video Game Controller,Tech Pioneers,Kenya,Sarah Moore,Video Games
720.99,2003-06-03,Science Fiction Novel,NextGen Innovators,France,Michael Davis,Books
545,2003-06-03,Children's Backpack,Pioneer Tech,Nigeria,Robert Johnson,School Supplies
944.02,2003-06-03,Dumbbell Set,SysTech Ltd.,China,Michael Davis,Fitness Equipment
435.51,2003-06-03,Wristwatch,Future Gadgets,Japan,Michael Davis,Fashion Accessories
674.98,2003-06-03,USB Keyboard,Pioneer Tech,Egypt,Patricia Brown,Computer Accessories
446.59,2003-06-03,Camping Tent,Innovate Unlimited,Italy,John Smith,Outdoor Gear
943.21,2003-06-03,Drone with Camera,Nebula Innovations,Nigeria,Robert Johnson,Electronics
424.83,2003-06-03,USB Keyboard,Ultra Tech,Canada,Sarah Moore,Computer Accessories
187.96,2003-06-03,Children's Backpack,Pioneer Tech,Spain,Linda Miller,School Supplies
111.93,2003-06-03,Decorative Throw Pillow,Tech Trends,Kenya,Sarah Moore,Home Decor
601.95,2003-06-03,Children's Backpack,Pioneer Tech,Germany,Sarah Moore,School Supplies
957.63,2003-06-04,Fitness Tracker,Gadget Galaxy,India,Joseph Taylor,Wearables
313.84,2003-06-04,Smartphone Alpha,Gadget Galaxy,Germany,Patricia Brown,Mobile Devices
174.55,2003-06-04,Yoga Mat,Nebula Innovations,Germany,Michael Davis,Fitness Equipment
589.34,2003-06-04,Decorative Throw Pillow,Ultra Tech,Germany,Michael Davis,Home Decor
371.7,2003-06-05,Solid State Drive,Pioneer Tech,Germany,Laura Adams,Storage Devices
650.82,2003-06-05,Solid State Drive,Reboot IT,Brazil,Sandra Anderson,Storage Devices
979.51,2003-06-05,Smartphone Beta,Pinnacle Tech,India,Laura Adams,Mobile Devices
600.21,2003-06-05,Fitness Tracker,Tech Pioneers,Brazil,Linda Miller,Wearables
836.57,2003-06-05,LED Desk Lamp,Pinnacle Tech,South Korea,Patricia Brown,Lighting
485.67,2003-06-05,Streaming Media Player,Ultra Tech,France,Michael Davis,Home Electronics
901.86,2003-06-05,Cat Litter Box,NextGen Innovators,India,Laura Adams,Pet Supplies
694.05,2003-06-05,Tablet Beta,Global Corp,Nigeria,Michael Davis,Mobile Devices
971.32,2003-06-05,Monitor HD,Elite Tech,South Korea,Patricia Brown,Monitors
682.14,2003-06-05,Stainless Steel Water Bottle,Nebula Innovations,South Korea,Michael Davis,Outdoor Gear
969.98,2003-06-05,Solid State Drive,Future Gadgets,Japan,Joseph Taylor,Storage Devices
339.18,2003-06-05,Biography Book,NextGen Innovators,USA,Sarah Moore,Books
292.99,2003-06-05,Sunglasses,Nebula Innovations,Germany,Joseph Taylor,Fashion Accessories
331.43,2003-06-05,Tablet Alpha,Nebula Innovations,Germany,Laura Adams,Mobile Devices
63.54,2003-06-05,Solid State Drive,NextGen Innovators,Spain,Patricia Brown,Storage Devices
60.14,2003-06-05,Decorative Throw Pillow,SysTech Ltd.,China,William Wilson,Home Decor
940.72,2003-06-05,Wristwatch,Reboot IT,Canada,William Wilson,Fashion Accessories
420.96,2003-06-05,Hiking Boots,Nebula Innovations,Japan,Laura Adams,Outdoor Gear
975.9,2003-06-06,Desktop Alpha,SysTech Ltd.,Spain,Laura Adams,Computers
978.23,2003-06-06,Fitness Tracker,Ultra Tech,Kenya,Linda Miller,Wearables
279.55,2003-06-06,Wall Art,Pinnacle Tech,South Korea,Laura Adams,Home Decor
667.85,2003-06-06,Stainless Steel Water Bottle,Nebula Innovations,China,William Wilson,Outdoor Gear
276.28,2003-06-06,Decorative Throw Pillow,Innovate Unlimited,Spain,John Smith,Home Decor
462.86,2003-06-06,Tablet Beta,Infinity Solutions,Japan,Joseph Taylor,Mobile Devices
512.04,2003-06-06,4K Television,Nebula Innovations,China,Patricia Brown,Home Electronics
581.6,2003-06-06,Sunglasses,Nebula Innovations,South Korea,John Smith,Fashion Accessories
743.17,2003-06-07,Robot Vacuum,Elite Tech,USA,Michael Davis,Home Appliances
360.31,2003-06-07,Ergonomic Desk,Future Gadgets,Egypt,Patricia Brown,Office Furniture
839.64,2003-06-07,Wall Art,Global Corp,South Korea,Joseph Taylor,Home Decor
376.56,2003-06-07,Women's Sandals,Nebula Innovations,Italy,William Wilson,Footwear
292.86,2003-06-07,Tablet Beta,Nebula Innovations,Italy,Laura Adams,Mobile Devices
251.39,2003-06-07,Notebook Basic,Global Corp,Germany,Joseph Taylor,Computers
243.28,2003-06-08,Pet Bed,SysTech Ltd.,South Korea,Michael Davis,Pet Supplies
689.31,2003-06-08,Sunglasses,Tech Trends,Germany,Robert Johnson,Fashion Accessories
503.9,2003-06-08,Smartphone Alpha,Pioneer Tech,China,Linda Miller,Mobile Devices
944.99,2003-06-08,Desktop Beta,Pioneer Tech,China,Sandra Anderson,Computers
358.72,2003-06-08,Leather Office Chair,Innovate Unlimited,South Africa,Patricia Brown,Office Furniture
936.07,2003-06-08,Smartphone Beta,SysTech Ltd.,Canada,William Wilson,Mobile Devices
494.87,2003-06-08,Air Purifier,Reboot IT,Japan,Laura Adams,Home Appliances
778.2,2003-06-08,Sunglasses,Nebula Innovations,South Korea,Robert Johnson,Fashion Accessories
449.77,2003-06-08,Espresso Machine,Tech Pioneers,South Africa,Sarah Moore,Kitchen Appliances
847.05,2003-06-08,Ergonomic Desk,Reboot IT,Mexico,John Smith,Office Furniture
250.56,2003-06-08,Wall Art,Nebula Innovations,Italy,Sandra Anderson,Home Decor
849.97,2003-06-08,Desktop Alpha,Pioneer Tech,Canada,John Smith,Computers
298.1,2003-06-08,Stainless Steel Water Bottle,Future Gadgets,Mexico,Sarah Moore,Outdoor Gear
430.05,2003-06-09,Science Fiction Novel,Tech Pioneers,China,William Wilson,Books
300.2,2003-06-09,Desktop Beta,Pioneer Tech,India,Laura Adams,Computers
536.7,2003-06-09,Notebook Professional,Gadget Galaxy,Mexico,Sarah Moore,Computers
521.8,2003-06-09,Leather Office Chair,Gadget Galaxy,Spain,Sandra Anderson,Office Furniture
815.27,2003-06-09,Monitor HD,Gadget Galaxy,Canada,Sandra Anderson,Monitors
142.8,2003-06-09,Wall Art,Reboot IT,Germany,Linda Miller,Home Decor
162.79,2003-06-09,Espresso Machine,NextGen Innovators,China,William Wilson,Kitchen Appliances
317.26,2003-06-09,Cat Litter Box,Pinnacle Tech,Mexico,William Wilson,Pet Supplies
986.32,2003-06-09,Microwave Oven,Infinity Solutions,Germany,Sarah Moore,Kitchen Appliances
890.79,2003-06-09,Pet Bed,Ultra Tech,Spain,Linda Miller,Pet Supplies
819.88,2003-06-09,Smartphone Beta,NextGen Innovators,South Korea,Linda Miller,Mobile Devices
747.44,2003-06-10,USB Keyboard,Reboot IT,France,Michael Davis,Computer Accessories
275.78,2003-06-10,Smart Watch,Nebula Innovations,Mexico,Sandra Anderson,Wearables
62.78,2003-06-10,External Hard Drive,SysTech Ltd.,Japan,William Wilson,Storage Devices
417.17,2003-06-10,LED Desk Lamp,Ultra Tech,Kenya,Sandra Anderson,Lighting
830.75,2003-06-10,Yoga Mat,Ultra Tech,India,Linda Miller,Fitness Equipment
121.93,2003-06-10,Smartphone Alpha,Ultra Tech,China,Sarah Moore,Mobile Devices
941.77,2003-06-10,Video Game Controller,NextGen Innovators,South Africa,Michael Davis,Video Games
431.65,2003-06-10,Biography Book,Nebula Innovations,China,Michael Davis,Books
544.81,2003-06-10,Electric Guitar,Gadget Galaxy,Mexico,Sarah Moore,Musical Instruments
784.94,2003-06-10,Decorative Throw Pillow,NextGen Innovators,South Korea,Sarah Moore,Home Decor
609.61,2003-06-10,Wireless Mouse,NextGen Innovators,South Africa,John Smith,Computer Accessories
839.24,2003-06-10,Camping Tent,Tech Pioneers,Japan,Joseph Taylor,Outdoor Gear
181.4,2003-06-10,Men's Sneakers,Reboot IT,Mexico,Linda Miller,Footwear
474.93,2003-06-10,Video Game Controller,Elite Tech,South Africa,Joseph Taylor,Video Games
677.66,2003-06-11,Dumbbell Set,Tech Trends,Italy,Robert Johnson,Fitness Equipment
27,2003-06-12,Espresso Machine,Innovate Unlimited,USA,John Smith,Kitchen Appliances
388.6,2003-06-12,Smartphone Alpha,Tech Trends,Canada,Robert Johnson,Mobile Devices
656.17,2003-06-13,Sculpture,NextGen Innovators,Spain,Michael Davis,Art
653.25,2003-06-13,Virtual Reality Headset,Pinnacle Tech,Egypt,John Smith,Electronics
727.09,2003-06-13,Men's Sneakers,Future Gadgets,South Africa,Sandra Anderson,Footwear
725.92,2003-06-13,Video Game Controller,Infinity Solutions,Spain,John Smith,Video Games
565.03,2003-06-13,Tablet Beta,Future Gadgets,Nigeria,Joseph Taylor,Mobile Devices
976.23,2003-06-13,Men's Sneakers,Pinnacle Tech,Japan,Robert Johnson,Footwear
955.52,2003-06-13,Air Purifier,Pinnacle Tech,Germany,Linda Miller,Home Appliances
77.93,2003-06-13,Desktop Beta,Nebula Innovations,Canada,Patricia Brown,Computers
759.49,2003-06-13,Leather Office Chair,Reboot IT,France,Linda Miller,Office Furniture
681.71,2003-06-13,Wristwatch,Global Corp,South Korea,Sandra Anderson,Fashion Accessories
124.83,2003-06-13,External Hard Drive,Global Corp,Mexico,Joseph Taylor,Storage Devices
456.23,2003-06-13,Virtual Reality Headset,Reboot IT,South Africa,William Wilson,Electronics
54.09,2003-06-13,Electric Guitar,NextGen Innovators,Japan,Joseph Taylor,Musical Instruments
489.01,2003-06-14,Gaming Console,Tech Trends,Spain,Patricia Brown,Video Games
590.9,2003-06-14,Stainless Steel Water Bottle,Tech Trends,South Korea,Joseph Taylor,Outdoor Gear
340.91,2003-06-14,Tablet Alpha,Ultra Tech,Kenya,Laura Adams,Mobile Devices
396.13,2003-06-14,Smartphone Alpha,Gadget Galaxy,India,William Wilson,Mobile Devices
288.82,2003-06-14,Microwave Oven,Pinnacle Tech,South Africa,William Wilson,Kitchen Appliances
781.99,2003-06-14,Notebook Professional,Reboot IT,India,Robert Johnson,Computers
375.99,2003-06-14,Leather Office Chair,Ultra Tech,France,Joseph Taylor,Office Furniture
772.42,2003-06-14,Solid State Drive,Ultra Tech,Kenya,Robert Johnson,Storage Devices
435.56,2003-06-14,Leather Office Chair,Ultra Tech,China,Sarah Moore,Office Furniture
355.11,2003-06-15,Acoustic Piano,Tech Pioneers,France,John Smith,Musical Instruments
284.75,2003-06-15,Monitor HD,Nebula Innovations,Mexico,Robert Johnson,Monitors
162.95,2003-06-15,Men's Sneakers,Future Gadgets,Nigeria,Robert Johnson,Footwear
944.69,2003-06-15,Microwave Oven,Gadget Galaxy,Germany,William Wilson,Kitchen Appliances
596.31,2003-06-15,Notebook Basic,Nebula Innovations,Germany,Linda Miller,Computers
430.7,2003-06-15,Tablet Alpha,Future Gadgets,Mexico,William Wilson,Mobile Devices
274.06,2003-06-15,4K Television,Tech Pioneers,USA,Sarah Moore,Home Electronics
246.89,2003-06-15,Monitor HD,NextGen Innovators,Japan,Robert Johnson,Monitors
617.29,2003-06-15,Wireless Mouse,Global Corp,Japan,Sandra Anderson,Computer Accessories
637.81,2003-06-15,Drone with Camera,Ultra Tech,Spain,Robert Johnson,Electronics
403.72,2003-06-15,Pet Bed,Elite Tech,South Korea,Laura Adams,Pet Supplies
865.67,2003-06-15,LED Desk Lamp,Innovate Unlimited,Mexico,Patricia Brown,Lighting
134.19,2003-06-15,Stainless Steel Water Bottle,Infinity Solutions,Japan,Laura Adams,Outdoor Gear
